#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_longevityPathway	10	11	3	950	0.31	7	18178	0.04	FOXC1,FOXL1,SHC1	ENSG00000017427,ENSG00000112964,ENSG00000118689,ENSG00000121879,ENSG00000140443,ENSG00000142208,ENSG00000225134	2.1042075057E0	1.13506E-2	3.3927E-2
h_malPathway	10	14	3	950	0.31	7	18178	0.04	FOXC1,FOXL1,MAP3K1	ENSG00000067560,ENSG00000067900,ENSG00000102882,ENSG00000106683,ENSG00000135100,ENSG00000136238,ENSG00000143632	2.1042075057E0	1.13506E-2	3.3927E-2
h_mapkPathway	40	60	8	945	0.84	32	18153	0.18	FOXC1,FOXL1,MAP3K1,MAP3K2,MAPK6,MZF1,PAK1,SHC1	ENSG00000006062,ENSG00000006432,ENSG00000011566,ENSG00000034152,ENSG00000065559,ENSG00000071242,ENSG00000076984,ENSG00000079277,ENSG00000089022,ENSG00000102871,ENSG00000102882,ENSG00000106799,ENSG00000109339,ENSG00000109756,ENSG00000112062,ENSG00000117676,ENSG00000118260,ENSG00000119699,ENSG00000125952,ENSG00000127191,ENSG00000130758,ENSG00000136238,ENSG00000141639,ENSG00000142733,ENSG00000162302,ENSG00000173327,ENSG00000180370,ENSG00000185386,ENSG00000185591,ENSG00000188130,ENSG00000197442,ENSG00000198909	1.5691118267E0	6.80758E-4	5.97311E-3
h_mhcPathway	6	11	3	950	0.31	3	18182	0.02	FOXC1,PSMB8,TAP2	ENSG00000206240,ENSG00000206306,ENSG00000224212	2.9517253881E0	2.1979E-3	1.10709E-2
h_mTORPathway	19	20	4	949	0.42	15	18170	0.08	FOXC1,FOXL1,MTOR,MZF1	ENSG00000005882,ENSG00000075151,ENSG00000079277,ENSG00000103197,ENSG00000106615,ENSG00000107581,ENSG00000110321,ENSG00000114867,ENSG00000121879,ENSG00000142208,ENSG00000156976,ENSG00000165699,ENSG00000165874,ENSG00000171862,ENSG00000225134	1.6303625228E0	1.3005E-2	3.76314E-2
h_ngfPathway	13	20	4	949	0.42	9	18176	0.05	FOXC1,FOXL1,MZF1,SHC1	ENSG00000064300,ENSG00000102882,ENSG00000121879,ENSG00000124181,ENSG00000134259,ENSG00000136908,ENSG00000167751,ENSG00000225134,ENSG00000235807	2.1415183067E0	3.04333E-3	1.47819E-2
h_no2il12Pathway	10	11	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,TYK2	ENSG00000007171,ENSG00000096968,ENSG00000138378,ENSG00000160654,ENSG00000160791,ENSG00000186810	2.547148454E0	1.00777E-3	7.02855E-3
h_npp1Pathway	8	9	3	950	0.31	5	18180	0.03	FOXC1,FOXL1,MZF1	ENSG00000081052,ENSG00000162551,ENSG00000169031,ENSG00000188153,ENSG00000197565	2.4407897594E0	5.7083E-3	2.11657E-2
h_p27Pathway	9	9	3	950	0.31	6	18179	0.03	FOXC1,MZF1,TFDP1	ENSG00000055130,ENSG00000105173,ENSG00000111276,ENSG00000123374,ENSG00000145604,ENSG00000173207	2.2584131956E0	8.24775E-3	2.73584E-2
h_p38mapkPathway	20	24	4	949	0.42	16	18169	0.09	FOXC1,FOXL1,MAP3K1,SHC1	ENSG00000006432,ENSG00000065559,ENSG00000079277,ENSG00000089022,ENSG00000102871,ENSG00000106799,ENSG00000109756,ENSG00000112062,ENSG00000118260,ENSG00000119699,ENSG00000125952,ENSG00000127191,ENSG00000136238,ENSG00000170276,ENSG00000197442,ENSG00000205581	1.5657689644E0	1.56285E-2	4.01033E-2
h_pcafpathway	11	11	3	950	0.31	8	18177	0.04	FOXC1,FOXL1,MZF1	ENSG00000005339,ENSG00000114166,ENSG00000125347,ENSG00000126456,ENSG00000128604,ENSG00000137265,ENSG00000185507,ENSG00000189403	1.9706211E0	1.50365E-2	3.93263E-2
h_pgc1aPathway	11	12	4	949	0.42	7	18178	0.04	FOXC1,FOXL1,MZF1,PPARA	ENSG00000008118,ENSG00000120910,ENSG00000128245,ENSG00000138814,ENSG00000160014,ENSG00000173153,ENSG00000198668	2.3929427641E0	1.52145E-3	8.80499E-3
h_pitx2Pathway	12	15	3	950	0.31	9	18176	0.05	FOXC1,MED1,MZF1	ENSG00000005339,ENSG00000100393,ENSG00000116478,ENSG00000134982,ENSG00000157240,ENSG00000164093,ENSG00000168036,ENSG00000172977,ENSG00000196367	1.8527830483E0	1.93178E-2	4.41549E-2
h_plateletAppPathway	12	13	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000081052,ENSG00000088926,ENSG00000106366,ENSG00000122194,ENSG00000122861,ENSG00000142192,ENSG00000169031,ENSG00000188153,ENSG00000197565	1.8527830483E0	1.93178E-2	4.41549E-2
h_ptc1Pathway	9	9	3	950	0.31	6	18179	0.03	FOXC1,FOXL1,MZF1	ENSG00000020426,ENSG00000134057,ENSG00000158402,ENSG00000164045,ENSG00000164690,ENSG00000185920	2.2584131956E0	8.24775E-3	2.73584E-2
h_pyk2Pathway	17	23	6	947	0.63	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PAK1,SHC1	ENSG00000034152,ENSG00000065559,ENSG00000102882,ENSG00000112062,ENSG00000120899,ENSG00000124181,ENSG00000136238,ENSG00000154229,ENSG00000156052,ENSG00000160014,ENSG00000198668	2.3483123835E0	1.15636E-4	2.85937E-3
h_rac1Pathway	17	19	6	947	0.63	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PAK1,TRIO	ENSG00000017797,ENSG00000075651,ENSG00000077157,ENSG00000106683,ENSG00000112290,ENSG00000121879,ENSG00000128656,ENSG00000132254,ENSG00000136238,ENSG00000141968,ENSG00000225134	2.3483123835E0	1.15636E-4	2.85937E-3
h_RacCycDPathway	16	21	5	948	0.52	11	18174	0.06	FOXC1,FOXL1,MZF1,PAK1,TFDP1	ENSG00000067560,ENSG00000073009,ENSG00000102882,ENSG00000105173,ENSG00000111276,ENSG00000121879,ENSG00000123374,ENSG00000124762,ENSG00000136238,ENSG00000142208,ENSG00000225134	2.1649354176E0	8.35105E-4	6.88329E-3
h_rarrxrPathway	5	5	2	951	0.21	3	18182	0.02	FOXC1,MZF1	ENSG00000084676,ENSG00000114166,ENSG00000165417	2.545208202E0	2.24002E-2	4.91359E-2
h_reelinPathway	4	5	2	951	0.21	2	18183	0.01	FOXC1,MZF1	ENSG00000157193,ENSG00000173406	2.9507283081E0	1.38966E-2	3.89678E-2
h_s1pPathway	7	7	3	950	0.31	4	18181	0.02	FOXC1,FOXL1,MZF1	ENSG00000072310,ENSG00000130164,ENSG00000140943,ENSG00000198911	2.6639883147E0	3.7042E-3	1.57428E-2
h_SARSpathway	6	6	3	950	0.31	3	18182	0.02	FOXC1,FOXL1,MZF1	ENSG00000104879,ENSG00000112062,ENSG00000115053	2.9517253881E0	2.1979E-3	1.10709E-2
h_skp2e2fPathway	8	8	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MZF1,TFDP1	ENSG00000055130,ENSG00000105173,ENSG00000123374,ENSG00000145604	2.9527235731E0	3.64025E-4	4.71499E-3
h_sppaPathway	10	15	3	950	0.31	7	18178	0.04	FOXC1,FOXL1,MZF1	ENSG00000059377,ENSG00000102882,ENSG00000127533,ENSG00000150093,ENSG00000154229,ENSG00000181104,ENSG00000182621	2.1042075057E0	1.13506E-2	3.3927E-2
h_spryPathway	9	14	3	950	0.31	6	18179	0.03	FOXC1,FOXL1,SHC1	ENSG00000102882,ENSG00000138798,ENSG00000146648,ENSG00000164056,ENSG00000168939,ENSG00000187678	2.2584131956E0	8.24775E-3	2.73584E-2
h_stressPathway	21	24	4	949	0.42	17	18168	0.09	FOXC1,FOXL1,MAP3K1,MZF1	ENSG00000006062,ENSG00000034152,ENSG00000065559,ENSG00000067182,ENSG00000073009,ENSG00000102871,ENSG00000112062,ENSG00000123268,ENSG00000127191,ENSG00000169372,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.5050893022E0	1.85618E-2	4.41549E-2
h_tcrPathway	21	33	5	948	0.52	16	18169	0.09	FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000065559,ENSG00000100968,ENSG00000102882,ENSG00000115085,ENSG00000120910,ENSG00000121879,ENSG00000124181,ENSG00000136238,ENSG00000138814,ENSG00000141968,ENSG00000154229,ENSG00000160014,ENSG00000160654,ENSG00000182866,ENSG00000198668,ENSG00000225134	1.789966812E0	3.16199E-3	1.48287E-2
h_tercPathway	5	5	2	951	0.21	3	18182	0.02	FOXC1,MZF1	ENSG00000001167,ENSG00000172845,ENSG00000185591	2.545208202E0	2.24002E-2	4.91359E-2
h_tnfr1Pathway	29	32	5	948	0.52	24	18161	0.13	FOXC1,FOXL1,MAP3K1,MZF1,PAK1	ENSG00000064012,ENSG00000065559,ENSG00000067182,ENSG00000102871,ENSG00000110514,ENSG00000127191,ENSG00000143799,ENSG00000156735,ENSG00000160049,ENSG00000160789,ENSG00000164305,ENSG00000168040,ENSG00000169372,ENSG00000169598,ENSG00000176619,ENSG00000180370,ENSG00000197694,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.3840612965E0	1.32842E-2	3.80346E-2
h_tollPathway	16	18	5	948	0.52	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PPARA	ENSG00000006062,ENSG00000034152,ENSG00000055332,ENSG00000065559,ENSG00000073009,ENSG00000100324,ENSG00000112062,ENSG00000164342,ENSG00000172936,ENSG00000175104,ENSG00000196664	2.1649354176E0	8.35105E-4	6.88329E-3
h_trkaPathway	11	13	3	950	0.31	8	18177	0.04	FOXC1,FOXL1,SHC1	ENSG00000121879,ENSG00000124181,ENSG00000134259,ENSG00000136908,ENSG00000142208,ENSG00000154229,ENSG00000167751,ENSG00000225134	1.9706211E0	1.50365E-2	3.93263E-2
h_tsp1Pathway	5	5	2	951	0.21	3	18182	0.02	FOXC1,MZF1	ENSG00000112062,ENSG00000137801,ENSG00000164305	2.545208202E0	2.24002E-2	4.91359E-2
h_cdc42racPathway	8	8	4	949	0.42	4	18181	0.02	FOXL1,MZF1,PAK1,WASL	ENSG00000067560,ENSG00000121879,ENSG00000136238,ENSG00000225134	2.9527235731E0	3.64025E-4	4.71499E-3
h_ghrelinPathway	12	10	3	950	0.31	9	18176	0.05	FOXL1,IGFBP5,MZF1	ENSG00000017427,ENSG00000099769,ENSG00000115457,ENSG00000118702,ENSG00000136237,ENSG00000141753,ENSG00000146674,ENSG00000146678,ENSG00000157017	1.8527830483E0	1.93178E-2	4.41549E-2
h_prc2Pathway	10	10	3	950	0.31	7	18178	0.04	FOXL1,MZF1,RBBP4	ENSG00000102054,ENSG00000106462,ENSG00000108799,ENSG00000111752,ENSG00000116478,ENSG00000168283,ENSG00000178691	2.1042075057E0	1.13506E-2	3.3927E-2
h_wnt-lrp6Pathway	4	5	2	951	0.21	2	18183	0.01	FOXL1,MZF1	ENSG00000131650,ENSG00000157240	2.9507283081E0	1.38966E-2	3.89678E-2
